sku_number,expected_units_before_promo_start,expected_promo_demand,pre_minus_promo,pre_over_promo_ratio,projected_SOH_at_promo_start,current_soh,projected_stock_gap_units,days_to_promo_start,lead_days_to_promo_start,lead_up_demand_units,feature_pre_promo_baseline_daily_units,feature_pre_promo_rolling_demand_units
192343,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
88893,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
88883,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
206342,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
49093,0,1,-1,0.0,12,12,0,1,1,0,2.0,28.0
192930,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
191380,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
96471,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
731188,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
88889,0,1,-1,0.0,7,7,0,1,1,0,0.0043,0.0602
94051,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
918725,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
60646,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
193067,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
188037,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
67910,0,1,-1,0.0,3,3,0,1,1,0,1.25,17.5
195519,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
26938,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
195431,0,1,-1,0.0,5,5,0,1,1,0,0.0043,0.0602
96511,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
88159,0,1,-1,0.0,3,0,0,1,1,0,1.0,14.0
199800,0,1,-1,0.0,6,6,0,1,1,0,0.0021,0.0294
198737,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
388718,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
92925,0,1,-1,0.0,4,4,0,1,1,0,0.0021,0.0294
94052,0,1,-1,0.0,4,4,0,1,1,0,2.0,28.0
94608,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
97142,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
193073,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
88458,0,1,-1,0.0,3,3,0,1,1,0,2.0,28.0
96448,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
387770,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
194428,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
88895,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
72540,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
93564,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
96473,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
189642,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
96469,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
195773,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
198729,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
189643,0,1,-1,0.0,3,3,0,1,1,0,1.5,21.0
96638,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
56007,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
90110,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
9159,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
198734,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
67912,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
193711,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
66922,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
52115,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
94688,0,1,-1,0.0,4,4,0,1,1,0,0.0021,0.0294
38582,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
52581,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
88460,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
15182,0,1,-1,0.0,4,4,0,1,1,0,0.0086,0.1204
96318,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
93861,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
93862,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
33086,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
196928,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
33091,0,1,-1,0.0,4,4,0,1,1,0,1.3333333333333333,18.666666666666664
96470,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
187645,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
199139,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
194049,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
198728,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
666842,0,1,-1,0.0,6,6,0,1,1,0,1.75,24.5
62719,0,1,-1,0.0,3,0,0,1,1,0,1.0,14.0
66433,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
26154,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
195099,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
62722,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
48513,0,1,-1,0.0,4,4,0,1,1,0,0.75,10.5
13147,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
194050,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
192124,0,1,-1,0.0,4,4,0,1,1,0,2.0,28.0
63386,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
199267,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
55229,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
88892,0,1,-1,0.0,6,6,0,1,1,0,0.0043,0.0602
822876,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
194016,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
94472,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
199766,0,1,-1,0.0,4,4,0,1,1,0,0.0021,0.0294
24924,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
185625,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
41977,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
195018,0,1,-1,0.0,4,4,0,1,1,0,0.0,0.0
189250,0,1,-1,0.0,5,5,0,1,1,0,1.5,21.0
55494,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
93940,0,1,-1,0.0,15,15,0,1,1,0,1.0,14.0
88958,0,1,-1,0.0,14,14,0,1,1,0,1.0,14.0
194021,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
94678,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
96499,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
96500,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
60840,0,1,-1,0.0,8,5,0,1,1,0,1.0,14.0
278076,0,1,-1,0.0,5,5,0,1,1,0,0.0,0.0
186809,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
91151,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
94695,0,1,-1,0.0,8,8,0,1,1,0,0.0,0.0
94937,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
13148,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
96467,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
194870,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
197787,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
186490,0,1,-1,0.0,3,3,0,1,1,0,1.5,21.0
88868,0,1,-1,0.0,7,7,0,1,1,0,0.0043,0.0602
94691,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
591904,0,1,-1,0.0,11,11,0,1,1,0,1.8,25.2
72014,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
427502,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
24553,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
66937,0,1,-1,0.0,3,3,0,1,1,0,2.0,28.0
483796,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
307459,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
92922,0,1,-1,0.0,4,4,0,1,1,0,1.5,21.0
194426,0,1,-1,0.0,4,4,0,1,1,0,0.0021,0.0294
49268,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
96613,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
96449,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
95613,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
2839,0,1,-1,0.0,7,7,0,1,1,0,1.625,22.75
88913,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
94679,0,1,-1,0.0,5,5,0,1,1,0,0.0,0.0
94948,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
62855,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
57314,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
88919,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
90343,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
612448,0,1,-1,0.0,11,11,0,1,1,0,1.4,19.6
96618,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
93847,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
96621,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
96625,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
96628,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
96630,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
24552,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
92923,0,1,-1,0.0,5,5,0,1,1,0,0.0,0.0
92927,0,1,-1,0.0,5,5,0,1,1,0,0.0,0.0
62718,0,1,-1,0.0,3,3,0,1,1,0,2.0,28.0
192033,0,1,-1,0.0,3,3,0,1,1,0,1.3333333333333333,18.666666666666664
191174,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
191180,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
185380,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
30845,0,1,-1,0.0,12,12,0,1,1,0,0.0,0.0
50394,0,1,-1,0.0,5,5,0,1,1,0,0.0021,0.0294
66823,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
184798,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
90440,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
95570,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
62358,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
15186,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
88899,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
88891,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
194040,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
194881,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
66565,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
5909,0,1,-1,0.0,9,9,0,1,1,0,1.2,16.8
96565,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
632856,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
186524,0,1,-1,0.0,6,6,0,1,1,0,2.3333333333333335,32.66666666666667
195097,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
94565,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
185561,0,1,-1,0.0,4,4,0,1,1,0,0.0021,0.0294
94010,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
17771,0,1,-1,0.0,5,5,0,1,1,0,0.0,0.0
193207,0,1,-1,0.0,9,9,0,1,1,0,0.0064,0.0896
193145,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
94771,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
94772,0,1,-1,0.0,6,6,0,1,1,0,0.0,0.0
193204,0,1,-1,0.0,4,4,0,1,1,0,1.4,19.6
378909,0,1,-1,0.0,2,2,1,1,1,0,0.0021,0.0294
25819,0,1,-1,0.0,1,1,2,1,1,0,1.0,14.0
88540,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
483036,0,1,-1,0.0,5,5,0,1,1,0,1.3333333333333333,18.666666666666664
475114,0,1,-1,0.0,12,12,0,1,1,0,1.2,16.8
387762,0,1,-1,0.0,15,15,0,1,1,0,1.0,14.0
688223,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
194464,0,1,-1,0.0,5,5,0,1,1,0,0.5,7.0
194013,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
90435,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
88161,0,1,-1,0.0,4,1,0,1,1,0,1.0,14.0
90437,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
90438,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
185542,0,1,-1,0.0,3,3,0,1,1,0,1.5,21.0
195774,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
188996,0,1,-1,0.0,10,10,0,1,1,0,1.3333333333333333,18.666666666666664
66085,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
38414,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
385395,0,1,-1,0.0,5,5,0,1,1,0,0.0043,0.0602
198293,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
34988,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
90162,0,1,-1,0.0,6,6,0,1,1,0,1.5,21.0
44046,0,1,-1,0.0,18,18,0,1,1,0,1.0,14.0
185651,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
199264,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
33114,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
186091,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
45302,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
52118,0,1,-1,0.0,7,7,0,1,1,0,0.0021,0.0294
322741,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
330663,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
49269,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
60001,0,1,-1,0.0,6,6,0,1,1,0,1.3333333333333333,18.666666666666664
94697,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
52232,0,1,-1,0.0,4,4,0,1,1,0,1.6666666666666667,23.333333333333336
96155,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
97292,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
63630,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
188994,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
5851,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
67879,0,1,-1,0.0,4,4,0,1,1,0,0.0043,0.0602
322733,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
185184,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
190035,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
55493,0,1,-1,0.0,3,0,0,1,1,0,0.0043,0.0602
359289,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
72623,0,1,-1,0.0,3,0,0,1,1,0,0.0,0.0
94039,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
62729,0,1,-1,0.0,3,0,0,1,1,0,1.0,14.0
188861,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
725706,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
192625,0,1,-1,0.0,3,3,0,1,1,0,0.0064,0.0896
51986,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
88112,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
65837,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
63446,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
22129,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
194778,0,1,-1,0.0,14,14,0,1,1,0,1.0,14.0
88065,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
64042,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
63631,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
199265,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
70732,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
369403,0,1,-1,0.0,4,4,0,1,1,0,2.0,28.0
611012,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
63080,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
10434,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
10433,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
88089,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
90840,0,1,-1,0.0,11,11,0,1,1,0,2.3333333333333335,32.66666666666667
16565,0,1,-1,0.0,4,4,0,1,1,0,1.5,21.0
192168,0,1,-1,0.0,3,3,0,1,1,0,0.3333333333333333,4.666666666666666
94510,0,1,-1,0.0,3,3,0,1,1,0,0.0064,0.0896
42830,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
330310,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
62359,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
34981,0,1,-1,0.0,4,4,0,1,1,0,1.5,21.0
96445,0,1,-1,0.0,4,4,0,1,1,0,0.0043,0.0602
94529,0,1,-1,0.0,3,3,0,1,1,0,3.0,42.0
33266,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
67914,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
91117,0,1,-1,0.0,3,0,0,1,1,0,1.0,14.0
544795,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
656089,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
55497,0,1,-1,0.0,4,4,0,1,1,0,0.0064,0.0896
98015,0,1,-1,0.0,4,1,0,1,1,0,1.0,14.0
188998,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
44743,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
199110,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
62720,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
49090,0,1,-1,0.0,10,10,0,1,1,0,2.0,28.0
243434,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
87420,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
65091,0,1,-1,0.0,5,5,0,1,1,0,1.3333333333333333,18.666666666666664
380790,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
71519,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
482870,0,1,-1,0.0,12,12,0,1,1,0,1.1666666666666667,16.333333333333336
33555,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
199953,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
48510,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
186090,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
33556,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
94955,0,1,-1,0.0,4,1,0,1,1,0,1.0,14.0
51154,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
97299,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
94936,0,1,-1,0.0,3,3,0,1,1,0,0.0021,0.0294
733008,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
234621,0,1,-1,0.0,9,9,0,1,1,0,0.5,7.0
570419,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
33092,0,1,-1,0.0,3,3,0,1,1,0,1.5,21.0
382175,0,1,-1,0.0,12,12,0,1,1,0,0.0021,0.0294
92633,0,1,-1,0.0,7,1,0,1,1,0,1.3333333333333333,18.666666666666664
191867,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
626775,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
92312,0,1,-1,0.0,9,9,0,1,1,0,1.2222222222222223,17.111111111111114
28286,0,1,-1,0.0,7,7,0,1,1,0,4.0,56.0
30554,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
72013,0,1,-1,0.0,4,4,0,1,1,0,2.0,28.0
186358,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
49701,0,1,-1,0.0,6,0,0,1,1,0,0.0,0.0
197260,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
13621,0,1,-1,0.0,5,5,0,1,1,0,1.3333333333333333,18.666666666666664
198639,0,1,-1,0.0,5,5,0,1,1,0,0.0064,0.0896
626740,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
74931,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
632511,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
89664,0,1,-1,0.0,12,12,0,1,1,0,1.0,14.0
63879,0,1,-1,0.0,6,6,0,1,1,0,0.0064,0.0896
49087,0,1,-1,0.0,19,19,0,1,1,0,1.3333333333333333,18.666666666666664
688304,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
45285,0,1,-1,0.0,7,7,0,1,1,0,1.2857142857142858,18.0
88478,0,1,-1,0.0,4,4,0,1,1,0,4.0,56.0
54841,0,1,-1,0.0,7,1,0,1,1,0,0.0021,0.0294
193234,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
44021,0,1,-1,0.0,4,1,0,1,1,0,1.0,14.0
26155,0,1,-1,0.0,14,14,0,1,1,0,1.0,14.0
594997,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
89256,0,1,-1,0.0,11,11,0,1,1,0,1.25,17.5
62357,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
15238,0,1,-1,0.0,2,2,1,1,1,0,1.5,21.0
745049,0,1,-1,0.0,2,2,1,1,1,0,2.0,28.0
94640,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
818895,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
90922,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
745103,0,1,-1,0.0,2,2,1,1,1,0,1.3333333333333333,18.666666666666664
455504,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
95493,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
532487,0,1,-1,0.0,2,2,1,1,1,0,0.0,0.0
97157,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
32738,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
199260,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
199002,0,1,-1,0.0,2,2,1,1,1,0,1.0,14.0
198996,0,1,-1,0.0,2,2,1,1,1,0,1.5,21.0
43840,0,1,-1,0.0,17,17,0,1,1,0,2.25,31.5
259101,1,2,-1,0.5,16,17,0,1,1,1,1.3,18.2
22490,0,1,-1,0.0,8,2,0,1,1,0,1.6666666666666667,23.333333333333336
22455,0,1,-1,0.0,20,20,0,1,1,0,1.0,14.0
49686,0,1,-1,0.0,11,5,0,1,1,0,0.5,7.0
195075,0,1,-1,0.0,6,0,0,1,1,0,1.0,14.0
11831,0,1,-1,0.0,15,3,0,1,1,0,1.0,14.0
73699,0,1,-1,0.0,5,5,0,1,1,0,1.25,17.5
54842,0,1,-1,0.0,7,1,0,1,1,0,2.0,28.0
28101,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
384240,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
91297,0,1,-1,0.0,6,6,0,1,1,0,0.0107,0.1498
87769,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
755222,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
19797,0,1,-1,0.0,4,4,0,1,1,0,0.3333333333333333,4.666666666666666
55245,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
33940,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
59865,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
98173,0,1,-1,0.0,6,3,0,1,1,0,0.0,0.0
98174,0,1,-1,0.0,6,3,0,1,1,0,0.0,0.0
98175,0,1,-1,0.0,6,3,0,1,1,0,0.0,0.0
98176,0,1,-1,0.0,6,3,0,1,1,0,0.0,0.0
98177,0,1,-1,0.0,6,3,0,1,1,0,0.0,0.0
75791,0,1,-1,0.0,5,5,0,1,1,0,0.0,0.0
9499,0,1,-1,0.0,11,11,0,1,1,0,1.0,14.0
38294,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
29341,0,1,-1,0.0,5,5,0,1,1,0,1.0,14.0
59969,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
688711,0,1,-1,0.0,5,5,0,1,1,0,1.3333333333333333,18.666666666666664
191880,0,1,-1,0.0,5,5,0,1,1,0,0.0107,0.1498
45396,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
189740,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
23449,0,1,-1,0.0,6,6,0,1,1,0,0.0064,0.0896
33269,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
67094,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
638437,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
97193,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
252999,0,1,-1,0.0,9,9,0,1,1,0,1.0,14.0
94563,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
190711,0,1,-1,0.0,7,7,0,1,1,0,1.2222222222222223,17.111111111111114
90125,0,1,-1,0.0,5,5,0,1,1,0,2.0,28.0
795186,0,1,-1,0.0,10,10,0,1,1,0,1.0,14.0
60548,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
72850,0,1,-1,0.0,4,4,0,1,1,0,1.0,14.0
310204,0,1,-1,0.0,8,8,0,1,1,0,1.0,14.0
26171,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
95579,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
872164,0,1,-1,0.0,13,13,0,1,1,0,1.0,14.0
190201,0,1,-1,0.0,5,5,0,1,1,0,1.5,21.0
97293,0,1,-1,0.0,4,4,0,1,1,0,2.0,28.0
87452,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
278092,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
42436,0,1,-1,0.0,13,13,0,1,1,0,1.0,14.0
98183,0,1,-1,0.0,6,3,0,1,1,0,0.0,0.0
98184,0,1,-1,0.0,6,3,0,1,1,0,0.0,0.0
193437,0,1,-1,0.0,6,6,0,1,1,0,1.3333333333333333,18.666666666666664
520071,0,1,-1,0.0,7,7,0,1,1,0,0.0064,0.0896
192035,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
52116,0,1,-1,0.0,9,9,0,1,1,0,0.0086,0.1204
600148,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
72867,0,1,-1,0.0,3,3,0,1,1,0,1.3333333333333333,18.666666666666664
194046,0,1,-1,0.0,3,3,0,1,1,0,0.0,0.0
63360,0,1,-1,0.0,3,0,0,1,1,0,0.0,0.0
325163,0,1,-1,0.0,7,7,0,1,1,0,1.0,14.0
48515,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
186125,0,1,-1,0.0,11,11,0,1,1,0,1.0,14.0
44226,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
188995,0,1,-1,0.0,5,5,0,1,1,0,2.0,28.0
44227,0,1,-1,0.0,3,3,0,1,1,0,1.0,14.0
198703,0,1,-1,0.0,3,3,0,1,1,0,2.0,28.0
69704,0,1,-1,0.0,3,3,0,1,1,0,0.0043,0.0602
713325,0,1,-1,0.0,6,6,0,1,1,0,1.0,14.0
